"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"291","204537_s_at",-0.844217628376793,9.08288285893252,-5.83777366525837,7.75228415260998e-08,7.31966727850034e-06,7.75942062286753,"GABRE","gamma-aminobutyric acid type A receptor subunit epsilon"
"185","202982_s_at",-1.88760396765963,7.43007891012105,-5.8349428167684,7.84908473243835e-08,7.37979557354108e-06,7.74751913176657,"ACOT2","acyl-CoA thioesterase 2"
"186","202982_s_at",-1.88760396765963,7.43007891012105,-5.8349428167684,7.84908473243835e-08,7.37979557354108e-06,7.74751913176657,"ACOT1","acyl-CoA thioesterase 1"
"239","203881_s_at",-1.15047251555495,9.36320109161777,-5.83190196322534,7.95439141761825e-08,7.44738251927679e-06,7.73473762159409,"DMD","dystrophin"
"387","206385_s_at",1.31095162045343,9.782675684621,5.8238490303267,8.24003101890122e-08,7.68253603322912e-06,7.70090349098438,"ANK3","ankyrin 3"
"568","210832_x_at",-1.20690733391163,9.70842919893074,-5.8164360846082,8.51187689816635e-08,7.90292303841003e-06,7.66977686396706,"PTGER3","prostaglandin E receptor 3"
"179","202942_at",-1.66651740957512,8.55103290808467,-5.81333817718375,8.62807926342295e-08,7.97757220858313e-06,7.65677419065654,"ETFB","electron transfer flavoprotein subunit beta"
"889","218502_s_at",0.824340614597096,9.74506889679517,5.8010965266629,9.10272596595056e-08,8.38165465699489e-06,7.60542366191469,"TRPS1","transcriptional repressor GATA binding 1"
"779","215039_at",-1.25939696079752,9.6495828888039,-5.79440100237904,9.37310242334594e-08,8.59509634977027e-06,7.57735845228658,"LINC01140","long intergenic non-protein coding RNA 1140"
"88","201664_at",1.39288811226289,8.46788897635287,5.79025126207363,9.54462453906441e-08,8.71651100835952e-06,7.55997163984801,"SMC4","structural maintenance of chromosomes 4"
"599","211922_s_at",-1.49872321834233,8.71562067000863,-5.78212776064638,9.88937915401424e-08,8.99449125260814e-06,7.52595176412644,"CAT","catalase"
"716","213793_s_at",1.43226784107249,6.02134255315168,5.77556663022882,1.01767429782821e-07,9.21822617012438e-06,7.49849074816356,"HOMER1","homer scaffold protein 1"
"99","201785_at",-0.961809541213922,10.9597635217661,-5.77135769133856,1.03653926989352e-07,9.35109495993414e-06,7.48088212037075,"RNASE1","ribonuclease A family member 1, pancreatic"
"215","203476_at",0.829380299090367,10.2470979325842,5.76431104661263,1.06889584808673e-07,9.60411539633729e-06,7.45141475229336,"TPBG","trophoblast glycoprotein"
"623","212122_at",-1.42757747195302,8.04938475307662,-5.755604841526,1.11024680991306e-07,9.93559424308947e-06,7.41503032068251,"RHOQ","ras homolog family member Q"
"378","206101_at",-0.950424090299768,11.1653096855894,-5.74785935735902,1.14835415691753e-07,1.02355102714373e-05,7.38268214051317,"ECM2","extracellular matrix protein 2"
"516","209604_s_at",1.20877616548021,10.611217208488,5.74571785550053,1.15911523034184e-07,1.02902648118355e-05,7.37374193098428,"GATA3","GATA binding protein 3"
"6","200671_s_at",-0.636167585216866,5.80131592293292,-5.73954831965177,1.19067450403895e-07,1.0497250799727e-05,7.34799433086618,"SPTBN1","spectrin beta, non-erythrocytic 1"
"582","211458_s_at",-1.75552742990584,9.01399840370128,-5.73932119808499,1.19185228754249e-07,1.0497250799727e-05,7.34704671811393,"GABARAPL3","GABA type A receptor associated protein like 3 (pseudogene)"
"583","211458_s_at",-1.75552742990584,9.01399840370128,-5.73932119808499,1.19185228754249e-07,1.0497250799727e-05,7.34704671811393,"GABARAPL1","GABA type A receptor associated protein like 1"
"201","203296_s_at",-1.37269168034534,8.67346487908297,-5.73831766895702,1.19707000970731e-07,1.0501697254452e-05,7.34285993001221,"ATP1A2","ATPase Na+/K+ transporting subunit alpha 2"
"206","203336_s_at",-1.37454163445105,8.99896821644818,-5.73665475722394,1.20576558438664e-07,1.05364998105441e-05,7.33592290049462,"ITGB1BP1","integrin subunit beta 1 binding protein 1"
"624","212134_at",-0.765341927704734,9.10634437349965,-5.73315943528437,1.22424598564371e-07,1.06562005070698e-05,7.32134479164954,"PHLDB1","pleckstrin homology like domain family B member 1"
"236","203814_s_at",-0.966816999237572,9.77603123409189,-5.7278976570613,1.25259218635687e-07,1.08605103846655e-05,7.29940699924213,"NQO2","N-ribosyldihydronicotinamide:quinone dehydrogenase 2"
"56","201325_s_at",-1.36509280560935,10.0391039487689,-5.70676127296345,1.37310349076067e-07,1.18592500327985e-05,7.21137798687292,"EMP1","epithelial membrane protein 1"
"426","208029_s_at",1.45754896175899,9.56652430783999,5.6981192270333,1.42559595626607e-07,1.22650790322304e-05,7.17542923079769,"LAPTM4B","lysosomal protein transmembrane 4 beta"
"498","209485_s_at",-0.995066986334871,9.0115689906227,-5.69590844412771,1.43933813685317e-07,1.23356814244228e-05,7.1662370182875,"OSBPL1A","oxysterol binding protein like 1A"
"593","211726_s_at",-0.62359311372404,11.0832971134559,-5.68843819388114,1.4867430786038e-07,1.26931402377504e-05,7.1351888374397,"FMO2","flavin containing dimethylaniline monoxygenase 2"
"628","212230_at",-1.16693487207757,10.1389774326387,-5.68453200084205,1.51213856233979e-07,1.28606807574876e-05,7.11896135959397,"PLPP3","phospholipid phosphatase 3"
"325","205208_at",-1.51705926053835,6.30307578797529,-5.67505849225596,1.57551272401472e-07,1.33487262468517e-05,7.0796273834156,"ALDH1L1","aldehyde dehydrogenase 1 family member L1"
"867","218009_s_at",1.62921955490356,7.45599932591751,5.6740109909087,1.58267833465001e-07,1.33586444435629e-05,7.07528005788755,"PRC1","protein regulator of cytokinesis 1"
"401","207071_s_at",-0.828066339645442,11.0009403340754,-5.67064967179844,1.60588890989563e-07,1.35034047468696e-05,7.06133251295325,"ACO1","aconitase 1"
"1043","45297_at",-0.946664398437774,9.55114615644386,-5.66641915831288,1.63557720829385e-07,1.37013409520345e-05,7.0437838535756,"EHD2","EH domain containing 2"
"139","202309_at",-0.706367934730331,10.0849213296206,-5.66057033732188,1.67751198751113e-07,1.39999998568204e-05,7.01953246003876,"MTHFD1","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
"696","213502_x_at",1.7810811230107,7.82404867591353,5.63951695011377,1.83738829543904e-07,1.52770609653985e-05,6.93233558358687,"GUSBP11","GUSB pseudogene 11"
"963","220327_at",-1.11447318304196,9.04553244525847,-5.6341237336459,1.88069492357557e-07,1.5547664082922e-05,6.91002334618805,"VGLL3","vestigial like family member 3"
"1037","37892_at",1.98587285097106,7.4363136743828,5.63373083140686,1.88388875034284e-07,1.5547664082922e-05,6.90839827079571,"COL11A1","collagen type XI alpha 1 chain"
"168","202782_s_at",-0.818064421209501,9.93979047665136,-5.62564415642704,1.95081950149276e-07,1.60406313475141e-05,6.87496314591249,"INPP5K","inositol polyphosphate-5-phosphatase K"
"535","209894_at",-1.35705159316806,8.65596587867786,-5.62382602999947,1.96618606633976e-07,1.61075456309738e-05,6.86744908949227,"LEPR","leptin receptor"
"462","209086_x_at",-1.04642917385944,8.99030274920525,-5.62128170450511,1.98789010332329e-07,1.62256978653307e-05,6.85693570688713,"MCAM","melanoma cell adhesion molecule"
"279","204363_at",-0.949374098391536,7.86621252375267,-5.61948870605905,2.00332618179219e-07,1.62920136163779e-05,6.84952824326763,"F3","coagulation factor III, tissue factor"
"171","202862_at",-1.02776722226678,9.13884871707097,-5.6158655064222,2.03487871336225e-07,1.64884372254004e-05,6.83456307433549,"FAH","fumarylacetoacetate hydrolase"
"857","217794_at",1.2969266909583,7.91247475085358,5.59819523876134,2.19588909524839e-07,1.77286219961666e-05,6.76164470430201,"PRR13","proline rich 13"
"16","200895_s_at",1.09472229857459,9.65212594615988,5.59114217206634,2.26359230574353e-07,1.82092517504993e-05,6.73257032515172,"FKBP4","FKBP prolyl isomerase 4"
"732","214212_x_at",-1.36520181299389,7.85782721971306,-5.58776286399282,2.29675270127743e-07,1.8409546921786e-05,6.71864630253841,"FERMT2","FERM domain containing kindlin 2"
"75","201465_s_at",-1.61769360029539,7.29753235070703,-5.58072514752296,2.36735031039095e-07,1.89015281614289e-05,6.68966132680015,"JUN","Jun proto-oncogene, AP-1 transcription factor subunit"
"1016","222043_at",-1.11817698295384,10.1320325171283,-5.57996551141874,2.37509665897774e-07,1.89015281614289e-05,6.68653380765297,"CLU","clusterin"
"922","219054_at",-1.11382543972154,9.691820892158,-5.57812554108453,2.39396292415822e-07,1.89838704053444e-05,6.67895926896059,"NPR3","natriuretic peptide receptor 3"
"469","209138_x_at",1.53484514750884,10.0560509130601,5.5752894946851,2.42333098273639e-07,1.91486114497571e-05,6.66728659204534,"IGLC1","immunoglobulin lambda constant 1"
"470","209138_x_at",1.53484514750884,10.0560509130601,5.5752894946851,2.42333098273639e-07,1.91486114497571e-05,6.66728659204534,"IGLJ3","immunoglobulin lambda joining 3"
"110","201963_at",-1.89213559201516,10.5769825254675,-5.56834039898609,2.49679379615316e-07,1.96593838020074e-05,6.63869749398884,"ACSL1","acyl-CoA synthetase long chain family member 1"
"973","221024_s_at",1.49527310756349,9.0766983128165,5.56628111384146,2.51898043168515e-07,1.97642397743804e-05,6.63022876890103,"SLC2A10","solute carrier family 2 member 10"
"538","210046_s_at",1.18784379886943,8.04476952155878,5.56440477660144,2.53936439853786e-07,1.98542655763576e-05,6.62251373596094,"IDH2","isocitrate dehydrogenase (NADP(+)) 2"
"574","211026_s_at",-0.737339092077743,11.3873217844296,-5.56146867866952,2.57158657551947e-07,2.00358963854197e-05,6.61044377039532,"MGLL","monoglyceride lipase"
"699","213518_at",1.20259425910479,8.53793374905261,5.55214804491895,2.67655748012066e-07,2.07810907071528e-05,6.5721482771341,"PRKCI","protein kinase C iota"
"682","213226_at",0.80793403296023,8.66418982872682,5.54510940894536,2.75860375897633e-07,2.13437387365519e-05,6.54324956909597,"CCNA2","cyclin A2"
"681","213221_s_at",-1.08007268220639,8.11399409908409,-5.5279123915734,2.96958357102435e-07,2.28966196239223e-05,6.47271889801962,"SIK2","salt inducible kinase 2"
"429","208186_s_at",-0.800540003132648,8.35395446460219,-5.51728985356566,3.10773110133037e-07,2.3879162803774e-05,6.4292061593959,"LIPE","lipase E, hormone sensitive type"
"1038","39248_at",1.24365423133181,8.78875168411632,5.4986874409131,3.36500080497435e-07,2.576711784785e-05,6.35310530763137,"AQP3","aquaporin 3 (Gill blood group)"
"281","204389_at",-0.962595258076066,9.10945318473825,-5.49571207015188,3.4080431492073e-07,2.6007337497872e-05,6.34094513098116,"MAOA","monoamine oxidase A"
"667","212875_s_at",-1.12394647458441,10.8081835065905,-5.49199064650025,3.46263867248898e-07,2.63337807300587e-05,6.32574047454135,"C2CD2","C2 calcium dependent domain containing 2"
"363","205932_s_at",-1.1055124758861,8.43396017583516,-5.48077150934653,3.63247302248042e-07,2.75314273333099e-05,6.27993332791547,"MSX1","msh homeobox 1"
"188","202990_at",-0.902742066939203,9.9265457097114,-5.47779943658969,3.67881586511595e-07,2.77881538719928e-05,6.26780632641823,"PYGL","glycogen phosphorylase L"
"457","209008_x_at",0.98567380657251,10.0254815258079,5.47499720054166,3.72304123352491e-07,2.80272053400796e-05,6.25637531721026,"KRT8","keratin 8"
"956","219937_at",-0.98855691738879,5.63715813172593,-5.46827749167981,3.83122766470977e-07,2.87445272904807e-05,6.22897587331308,"TRHDE","thyrotropin releasing hormone degrading enzyme"
"160","202712_s_at",0.766849411699423,8.13520022403624,5.45709969172348,4.01805494513903e-07,3.00287677507671e-05,6.18343597447501,"CKMT1B","creatine kinase, mitochondrial 1B"
"161","202712_s_at",0.766849411699423,8.13520022403624,5.45709969172348,4.01805494513903e-07,3.00287677507671e-05,6.18343597447501,"CKMT1A","creatine kinase, mitochondrial 1A"
"184","202976_s_at",-0.858322371402869,9.40761525689498,-5.45644032387642,4.02935042744665e-07,3.00287677507671e-05,6.18075107746561,"RHOBTB3","Rho related BTB domain containing 3"
"571","210946_at",-0.770077380479293,11.3099864402594,-5.45512087883111,4.05204709590074e-07,3.00972551459854e-05,6.17537888372404,"PLPP1","phospholipid phosphatase 1"
"900","218665_at",-0.646045873075515,12.2070917565544,-5.45358282722225,4.07866239501457e-07,3.01340669650846e-05,6.16911744421204,"FZD4","frizzled class receptor 4"
"903","218711_s_at",-0.913680291342457,7.2611729610645,-5.45327269477122,4.08404982428558e-07,3.01340669650846e-05,6.16785499604366,"CAVIN2","caveolae associated protein 2"
"227","203693_s_at",1.06443841971115,7.33782224312561,5.45028357965909,4.13633382267888e-07,3.04191176801167e-05,6.15568913077103,"E2F3","E2F transcription factor 3"
"17","200911_s_at",-0.856672623425025,11.4758697799841,-5.44788266977526,4.17880392472701e-07,3.05299304441613e-05,6.14591972095686,"TACC1","transforming acidic coiled-coil containing protein 1"
"343","205559_s_at",-1.58534809928246,8.05214150889897,-5.44861480428172,4.16580797469173e-07,3.05299304441613e-05,6.14889857974322,"PCSK5","proprotein convertase subtilisin/kexin type 5"
"163","202724_s_at",-1.27501632933892,9.41351766415474,-5.44579360259429,4.21610535464487e-07,3.07017894175005e-05,6.13742097407918,"FOXO1","forkhead box O1"
"926","219117_s_at",1.61501320146496,7.87632853085667,5.43992931631899,4.32256813153132e-07,3.13745230211441e-05,6.11357264173247,"FKBP11","FKBP prolyl isomerase 11"
"104","201885_s_at",-0.771478873430427,10.7201526386317,-5.43319980609537,4.44798769399996e-07,3.2075893134434e-05,6.08622165762536,"CYB5R3","cytochrome b5 reductase 3"
"223","203642_s_at",-0.684618958544702,10.5456164802027,-5.4332543985859,4.44695603049022e-07,3.2075893134434e-05,6.08644347106681,"COBLL1","cordon-bleu WH2 repeat protein like 1"
"194","203124_s_at",1.18950785838518,8.32760651550757,5.42315923633479,4.64177329000252e-07,3.33653658777826e-05,6.04544521605948,"SLC11A2","solute carrier family 11 member 2"
"127","202157_s_at",-0.894997085111084,10.5952955083929,-5.41982345296467,4.70796755467758e-07,3.37323604568747e-05,6.03190648613062,"CELF2","CUGBP Elav-like family member 2"
"8","200696_s_at",-0.995303136965555,11.0812423247353,-5.41595436470979,4.7859037949613e-07,3.41808635458727e-05,6.01620855421818,"GSN","gelsolin"
"123","202088_at",0.940374854618,11.885938144215,5.40999120787093,4.90850359352101e-07,3.49444682346418e-05,5.99202556334418,"SLC39A6","solute carrier family 39 member 6"
"443","208737_at",1.0615026178904,9.24686388200083,5.40456057850912,5.0228289998253e-07,3.56444900009896e-05,5.97001396374458,"ATP6V1G1","ATPase H+ transporting V1 subunit G1"
"166","202760_s_at",-0.915896122718822,10.5450569980683,-5.40146792369923,5.08909718402889e-07,3.60001119211796e-05,5.95748374372759,"PALM2AKAP2","PALM2 and AKAP2 fusion"
"612","212013_at",-1.21745679120997,9.62978955867389,-5.39742736937262,5.17696859797972e-07,3.65058200217665e-05,5.94111851275588,"PXDN","peroxidasin"
"61","201363_s_at",1.16871305325732,7.83393432787161,5.39376848138812,5.2578211758658e-07,3.69589997671349e-05,5.9263045111609,"IVNS1ABP","influenza virus NS1A binding protein"
"974","221031_s_at",-0.990291753943865,10.4677647430136,-5.38688557735332,5.41328280724711e-07,3.79321323251218e-05,5.89845110581358,"APOLD1","apolipoprotein L domain containing 1"
"507","209540_at",-1.53805840245496,9.34444896641521,-5.36819191343364,5.85858782377386e-07,4.09237970147815e-05,5.8228944078828,"IGF1","insulin like growth factor 1"
"323","205200_at",-1.27885223176593,8.89769700669451,-5.36098051322091,6.03979653628739e-07,4.20577456931537e-05,5.79378317961856,"CLEC3B","C-type lectin domain family 3 member B"
"324","205200_at",-1.27885223176593,8.89769700669451,-5.36098051322091,6.03979653628739e-07,4.20577456931537e-05,5.79378317961856,"EXOSC7","exosome component 7"
"190","203038_at",0.652338173773639,10.5059537160821,5.35687294332048,6.1454538032296e-07,4.25287291575712e-05,5.77721060698141,"PTPRK","protein tyrosine phosphatase receptor type K"
"506","209539_at",-0.83113022577467,10.4996363848427,-5.35686712944701,6.1456046262792e-07,4.25287291575712e-05,5.77718715472441,"ARHGEF6","Rac/Cdc42 guanine nucleotide exchange factor 6"
"959","220065_at",-1.00098159813181,7.7501860567164,-5.35534749207393,6.18515149513605e-07,4.26698856861042e-05,5.77105762502466,"TNMD","tenomodulin"
"55","201324_at",-1.01712019659845,10.7770835198061,-5.34933628349425,6.34404369566839e-07,4.36309647131416e-05,5.74681992446741,"EMP1","epithelial membrane protein 1"
"126","202112_at",-1.46431397959505,9.48694505220271,-5.34329350622273,6.50779694097735e-07,4.46194582263995e-05,5.72246911142645,"VWF","von Willebrand factor"
"182","202973_x_at",-0.929853335734283,11.0155315725449,-5.34244964471172,6.53099160899478e-07,4.46411306819726e-05,5.71906970277899,"FAM13A","family with sequence similarity 13 member A"
"295","204642_at",-1.14008443228904,9.93390917054117,-5.335659170396,6.72060678640512e-07,4.56570978723979e-05,5.6917251014731,"S1PR1","sphingosine-1-phosphate receptor 1"
"880","218189_s_at",1.15506949248577,9.03154152718695,5.33588267323337,6.71428083549624e-07,4.56570978723979e-05,5.69262483957725,"NANS","N-acetylneuraminate synthase"
"626","212219_at",1.26851047836055,9.13308231584419,5.33241958250676,6.81295694525076e-07,4.61438053528944e-05,5.67868593763792,"PSME4","proteasome activator subunit 4"
"399","207057_at",-0.862777485325831,9.44282423863972,-5.32591376377983,7.00218507436692e-07,4.72817242460964e-05,5.65251279199455,"SLC16A7","solute carrier family 16 member 7"
"679","213150_at",-1.37363717899136,8.29971888005818,-5.32450408156363,7.04386025544762e-07,4.741943748403e-05,5.64684377758633,"HOXA10","homeobox A10"
"898","218651_s_at",-0.634374879937464,9.87599547554074,-5.3175649583719,7.25257067866215e-07,4.86774194074183e-05,5.61894958762214,"LARP6","La ribonucleoprotein 6, translational regulator"
"1005","221841_s_at",-1.52322004733513,10.2232371721015,-5.30967866085488,7.4971237225871e-07,5.01676900631857e-05,5.58727092109673,"KLF4","KLF transcription factor 4"
"32","201036_s_at",-0.884534086227823,10.3786461784552,-5.30428897691747,7.66888121473109e-07,5.11633772778003e-05,5.56563508403249,"HADH","hydroxyacyl-CoA dehydrogenase"
"181","202963_at",1.02266431616237,8.77248757993826,5.29987943709997,7.81226285607898e-07,5.19643740961217e-05,5.54794238934887,"RFX5","regulatory factor X5"
"316","205005_s_at",-0.732920852745895,9.32216011860943,-5.2947403300236,7.98267983267751e-07,5.29099233609455e-05,5.52733212350626,"NMT2","N-myristoyltransferase 2"
"345","205608_s_at",-0.643489873684926,10.2987259805884,-5.29416733779028,8.00190466841926e-07,5.29099233609455e-05,5.52503480102178,"ANGPT1","angiopoietin 1"
"411","207302_at",-1.06179516603748,8.65544050254991,-5.28935091712498,8.16530478096452e-07,5.38306172882344e-05,5.50572927252663,"SGCG","sarcoglycan gamma"
"68","201425_at",-1.12929299604474,11.2020712229056,-5.26690398070077,8.97091658353019e-07,5.89672372362251e-05,5.415877752923,"ALDH2","aldehyde dehydrogenase 2 family member"
"939","219454_at",-0.826083386568525,10.7866019692437,-5.26460270541916,9.05777595851869e-07,5.936306520108e-05,5.40667750019127,"EGFL6","EGF like domain multiple 6"
"273","204276_at",-1.09094216168084,8.04977826374302,-5.25988436724968,9.23844552739844e-07,6.01930648207659e-05,5.38782073311528,"TK2","thymidine kinase 2"
"405","207160_at",-0.983004558711674,6.9892557959135,-5.26046559888867,9.21600066572844e-07,6.01930648207659e-05,5.39014313377264,"IL12A","interleukin 12A"
"674","213001_at",-0.661203295400083,10.8349752400298,-5.256531878863,9.36895284598832e-07,6.08654158213288e-05,5.37442799900669,"ANGPTL2","angiopoietin like 2"
"517","209605_at",-1.16119362630956,7.33979627965483,-5.2537650543044,9.47801804272021e-07,6.13949639668414e-05,5.36337831730987,"TST","thiosulfate sulfurtransferase"
"298","204677_at",-1.10750182196443,7.84525457194329,-5.24866951356879,9.68213767113958e-07,6.25353836886966e-05,5.34303666623504,"CDH5","cadherin 5"
"266","204154_at",-0.783781058186895,10.1819890779007,-5.2369698095059,1.01672167941311e-06,6.54786392553822e-05,5.29637053154587,"CDO1","cysteine dioxygenase type 1"
"477","209185_s_at",-0.756911969545255,11.1059763203479,-5.23362054351527,1.03104024700404e-06,6.60191661608935e-05,5.28302164811909,"IRS2","insulin receptor substrate 2"
"856","217781_s_at",-0.958389069887405,9.52789331045367,-5.2336310834493,1.03099487951455e-06,6.60191661608935e-05,5.28306364910169,"ZNF106","zinc finger protein 106"
"169","202796_at",-1.07313812490317,9.20330679528223,-5.22542963835643,1.06689344777593e-06,6.81191595896591e-05,5.25039503370505,"SYNPO","synaptopodin"
"44","201202_at",1.07373327945376,9.06570268456666,5.22022347947203,1.0903125219358e-06,6.94155255037014e-05,5.22967165734094,"PCNA","proliferating cell nuclear antigen"
"604","211946_s_at",0.936787152060999,10.3533723730231,5.21301372680182,1.12357628613533e-06,7.13294882733722e-05,5.20099111523238,"PRRC2C","proline rich coiled-coil 2C"
"874","218123_at",0.973412248692117,7.36920165908981,5.21143046820837,1.13101278088162e-06,7.14338395365411e-05,5.19469572177784,"CFAP298","cilia and flagella associated protein 298"
"942","219534_x_at",-1.1675173045307,6.51204392091974,-5.21129919336937,1.13163152880667e-06,7.14338395365411e-05,5.19417378937738,"CDKN1C","cyclin dependent kinase inhibitor 1C"
"488","209355_s_at",-0.718799283579599,7.33073689892744,-5.20339529322134,1.16950172444396e-06,7.36158387734035e-05,5.16276185700629,"PLPP3","phospholipid phosphatase 3"
"257","204059_s_at",-0.842418082443693,10.5058132722654,-5.19938954686976,1.18916483796487e-06,7.46427044630174e-05,5.14685186315175,"ME1","malic enzyme 1"
"348","205619_s_at",-0.983114337173992,9.23581110699445,-5.1950061259505,1.21105221497508e-06,7.58030238940723e-05,5.1294493702407,"MEOX1","mesenchyme homeobox 1"
"113","202003_s_at",-1.2727704116986,9.71523274696145,-5.18871288980589,1.2431656863139e-06,7.75951288182989e-05,5.10447858622447,"ACAA2","acetyl-CoA acyltransferase 2"
"828","216868_s_at",-1.20806178257141,6.20651177794861,-5.18667333970079,1.25375068623681e-06,7.80372249760193e-05,5.09638940174893,NA,NA
"217","203516_at",-0.702598061888038,9.45500994603916,-5.18107183808634,1.28327699351523e-06,7.94312812402775e-05,5.07418176845799,"SNTA1","syntrophin alpha 1"
"532","209803_s_at",1.21825478040669,7.84945312440979,5.18173061293217,1.27976954523464e-06,7.94312812402775e-05,5.07679286589125,"PHLDA2","pleckstrin homology like domain family A member 2"
"103","201843_s_at",-0.800418689079596,9.75984551392785,-5.17223572656152,1.33124012766482e-06,8.21718109827011e-05,5.03917660050355,"EFEMP1","EGF-like fibulin extracellular matrix protein 1"
"460","209049_s_at",0.996704711598486,9.38892777395594,5.16729826860327,1.35879940374017e-06,8.36412351202821e-05,5.01963043106424,"ZMYND8","zinc finger MYND-type containing 8"
"929","219209_at",1.09499942012212,7.78636543474053,5.15904137190809,1.40613729571291e-06,8.63166869431701e-05,4.9869660411749,"IFIH1","interferon induced with helicase C domain 1"
"231","203769_s_at",-1.14067822185616,8.1847436568714,-5.15218785206795,1.44664999861293e-06,8.85596206568458e-05,4.95987497287073,"STS","steroid sulfatase"
"140","202345_s_at",-2.02732150094703,9.05075089540652,-5.15002001348768,1.45970036278215e-06,8.91137073530815e-05,4.95130986694326,"FABP5","fatty acid binding protein 5"
"58","201340_s_at",1.20068134677906,6.41787869574256,5.147239986681,1.47660451535303e-06,8.9654437099759e-05,4.940328883383,"ENC1","ectodermal-neural cortex 1"
"851","217714_x_at",0.737835259949147,8.3754212243233,5.14765500827856,1.474068856985e-06,8.9654437099759e-05,4.94196799544652,"STMN1","stathmin 1"
"852","217714_x_at",0.737835259949147,8.3754212243233,5.14765500827856,1.474068856985e-06,8.9654437099759e-05,4.94196799544652,"MIR3917","microRNA 3917"
"854","217771_at",1.17475357853608,8.76048352386119,5.14625300811287,1.48265178888537e-06,8.97769831840564e-05,4.93643113806009,"GOLM1","golgi membrane protein 1"
"899","218656_s_at",-0.802318102816502,10.473392991559,-5.14242962639664,1.50630709310249e-06,9.09621706113896e-05,4.92133580185253,"LHFPL6","LHFPL tetraspan subfamily member 6"
"931","219288_at",0.971266206133256,8.8798529252028,5.14113177204929,1.51442043933761e-06,9.1204947702054e-05,4.91621305116166,"CEP15","centrosomal protein 15"
"136","202283_at",-1.49973007117832,9.91897487904406,-5.13600905599573,1.54686317560927e-06,9.24237513587058e-05,4.89600010780713,"SERPINF1","serpin family F member 1"
"189","203002_at",-0.688628723711513,10.3811919627509,-5.13709709345611,1.53991621988595e-06,9.24237513587058e-05,4.90029230873463,"AMOTL2","angiomotin like 2"
"1007","221885_at",-0.824661272730259,6.73991484214987,-5.13597183850215,1.547101344379e-06,9.24237513587058e-05,4.89585329723201,"DENND2A","DENN domain containing 2A"
"90","201689_s_at",1.22815145193996,8.56630168188895,5.13380771206159,1.56101217460815e-06,9.30054392695012e-05,4.88731754099201,"TPD52","tumor protein D52"
"162","202723_s_at",-0.981289431817148,9.14341290396071,-5.12970969200702,1.5876894151087e-06,9.43426219649791e-05,4.87115950101247,"FOXO1","forkhead box O1"
"614","212036_s_at",1.14649296772814,7.68528671638554,5.12580545843119,1.61351907787531e-06,9.56224617348287e-05,4.85577210599863,"PNN","pinin, desmosome associated protein"
"253","204039_at",-1.13286239031453,9.86001906558736,-5.12047263790081,1.64946413397115e-06,9.74933933614828e-05,4.83476472188073,"CEBPA","CCAAT enhancer binding protein alpha"
"115","202014_at",-0.691786797258699,6.9034046619741,-5.11300275993232,1.70113160902238e-06,0.000100281258317052,4.805359074239,"PPP1R15A","protein phosphatase 1 regulatory subunit 15A"
"177","202935_s_at",0.870776116359073,9.98167610682941,5.10296479590892,1.77305735336217e-06,0.000104245480224193,4.76588115182426,"SOX9","SRY-box transcription factor 9"
"736","214297_at",-1.06181034562054,7.65623322387256,-5.09901854575083,1.80213952831925e-06,0.000105676513446152,4.7503727930172,"CSPG4","chondroitin sulfate proteoglycan 4"
"97","201761_at",1.12642840035992,9.68484410589132,5.08457671211018,1.91259413877023e-06,0.000111859147491383,4.69367433283313,"MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"170","202800_at",-1.1125578926538,7.90328685691565,-5.0835658091463,1.92056856132712e-06,0.000112031490188618,4.68970886917024,"SLC1A3","solute carrier family 1 member 3"
"542","210145_at",-1.35173755235963,7.20347291844711,-5.07268309198724,2.00849782594106e-06,0.000116665509964417,4.64704695698037,"PLA2G4A","phospholipase A2 group IVA"
"722","213913_s_at",1.12840935371381,8.53805116616961,5.07244299901373,2.01048134570462e-06,0.000116665509964417,4.64610632743259,"TBC1D30","TBC1 domain family member 30"
"284","204421_s_at",-0.743743207042304,7.59083968709252,-5.07024097077397,2.02876272897858e-06,0.000117420571142415,4.63748043533994,"FGF2","fibroblast growth factor 2"
"970","220948_s_at",0.886511646607579,9.36097695673949,5.06036537487578,2.11276561705063e-06,0.00012196568975321,4.59882087185609,"ATP1A1","ATPase Na+/K+ transporting subunit alpha 1"
"561","210751_s_at",-0.731878297429544,8.67480981374094,-5.05595446981783,2.15137293522005e-06,0.000123873496422502,4.58156724555924,"RGN","regucalcin"
"718","213808_at",-0.968188992535931,8.07846146432334,-5.05058791141945,2.19927383851847e-06,0.000126305203463162,4.56058680894414,"ADAM23","ADAM metallopeptidase domain 23"
"808","215946_x_at",1.00169424210474,9.01026186975799,5.04570007375563,2.24380625670984e-06,0.000128531451974975,4.54148873954054,"IGLL3P","immunoglobulin lambda like polypeptide 3, pseudogene"
"77","201479_at",0.736961111724703,10.09229891487,5.03719799360027,2.32337252296859e-06,0.000132516104057611,4.50829349853986,"DKC1","dyskerin pseudouridine synthase 1"
"793","215306_at",-0.793394346568091,10.1263389845391,-5.03699964199571,2.3252612613439e-06,0.000132516104057611,4.50751943495812,NA,NA
